Id,Label,betweenness_centrality,bridging_node,closeness_centrality,clustering_coefficient,degree_centrality,eigenvector_centrality,in_degree_centrality,out_degree_centrality,pagerank
14,lessfish,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
15,airtable-keyhanvakil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
16,Ezekiel-DA,0.0,0,0.288695652173913,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
17,zhangwinning,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
18,shravanrn,0.0,1,0.35698924731182796,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
19,perrin4869,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
20,vamsiv4m,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
21,arjun-kava,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
22,bjjenson,0.0,1,0.324853228962818,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
23,gschwa,0.0,0,0.29071803852889666,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
24,viktor-ku,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
25,CrlsMrls,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
26,streamich,0.0,1,0.32170542635658916,0.6666666666666666,0.00031084861672365556,0.0,0.0,0.00031084861672365556,1.5540820555325324e-05
27,richardlau,0.00032805455534027766,1,0.44235924932975873,0.03746243022756548,0.015335198425033674,0.180806422766446,0.01336649051911719,0.001968707905916485,0.009248145342386386
28,FallingSnow,0.0,0,0.31800766283524906,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
29,misos1,0.0,1,0.3851508120649652,0.8,0.0006216972334473111,0.0,0.0,0.0006216972334473111,1.5540820555325324e-05
30,bunglegrind,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
31,Eli-Argon,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
32,jakecastelli,1.4345277044570466e-05,1,0.2652733118971061,0.047619047619047616,0.001554243083618278,0.004158083080410216,0.001450626878043726,0.00010361620557455187,0.0003465720627019228
33,lamuertepeluda,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
34,imharishsundar,0.0,1,0.33067729083665337,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
35,apaprocki,0.0,1,0.35698924731182796,0.6666666666666666,0.00031084861672365556,0.0,0.0,0.00031084861672365556,1.5540820555325324e-05
36,mattcollier,0.0,1,0.3360323886639676,0.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
37,webdevlocalhost,0.0,1,0.3155893536121673,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
38,sirpaulclark,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
39,0o001,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
40,yonjah,0.0,1,0.2785234899328859,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
41,fiurrr,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
42,brody4hire,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
43,zeronone,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
44,jonahbron,0.0,1,0.29642857142857143,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
45,chinadeanls,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
46,thinkingdyw,0.0,0,0.3480083857442348,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
47,bolt-juri-gavshin,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
48,mohd-akram,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
49,stas-neverov,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
50,pmatos,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
51,skadisch,0.0,0,0.17436974789915966,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
52,yagop,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
53,patrickshipe,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
54,Nixinova,0.0,1,0.29642857142857143,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
55,rlidwka,0.0,1,0.3688888888888889,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
56,kbuchanan,0.0,1,0.31679389312977096,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
57,O4epegb,0.0,0,0.31800766283524906,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
58,Pradeepm98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
59,AndrewGoal,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
60,coolaj86,0.0,1,0.39903846153846156,0.5111111111111111,0.0010361620557455186,0.0,0.0,0.0010361620557455186,1.5540820555325324e-05
61,pavanravuri,0.0,1,0.3346774193548387,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
62,medns,0.0,1,0.3346774193548387,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
63,Akpotohwo,0.0,1,0.3648351648351648,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
64,uzairmansoor50,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
65,cdking007,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
66,conradwt,0.0,0,0.3079777365491651,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
67,bertalanimre,0.0,1,0.37727272727272726,1.0,0.00031084861672365556,0.0,0.0,0.00031084861672365556,1.5540820555325324e-05
68,yoyo00xx,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
69,shaikakbarprince,0.0,1,0.29642857142857143,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
70,sguillia,0.0,1,0.21887287024901703,0.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
71,MA82F,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
72,rubo-21,0.0,1,0.288695652173913,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
73,jjm2473,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
74,jamesalfei,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
75,iJadric,0.0,0,0.30127041742286753,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
76,yogesh-kumar-r,0.0,1,0.29695885509839,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
77,drayna5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
78,panicbit,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
79,myitcv,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
80,michaelsbradleyjr,0.0,1,0.35698924731182796,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
81,elmarx,0.0,0,0.288695652173913,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
82,memetb,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
83,Mizou04,0.0,1,0.35698924731182796,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
84,giacomodabisias,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
85,orkaplan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
86,chrishiestand,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
87,sfrieske,0.0,1,0.3524416135881104,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
88,natedanner,0.0,1,0.30855018587360594,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
89,A19890,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
90,richard-viney,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
91,jakutis,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
92,Jessemwangi,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
93,catroll,0.0,1,0.282312925170068,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
94,dylanlan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
95,sxa,0.0,1,0.34511434511434513,0.6666666666666666,0.00031084861672365556,0.0,0.0,0.00031084861672365556,1.5540820555325324e-05
96,cekvenich,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
97,derhuerst,0.0,1,0.29856115107913667,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
98,Tineler,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
99,fregante,0.0,1,0.3068391866913124,0.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
100,gabrielschulhof,0.00012106870813875053,1,0.4376657824933687,0.15315315315315314,0.0041446482229820746,0.030466380521442866,0.0024867889337892445,0.0016578592891928299,0.0014818509787815587
101,JustinYi922,0.0,1,0.33067729083665337,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
102,nwtgck,0.0,1,0.33001988071570576,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
103,sadtaco,0.0,1,0.27759197324414714,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
104,dennisberko,0.0,1,0.3254901960784314,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
105,scottcomer,0.0,0,0.3079777365491651,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
106,andrewdotn,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
107,8MiYile,0.0,1,0.29695885509839,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
108,yanxyz,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
109,addaleax,0.0013633706466677949,1,0.4755043227665706,0.009238175135826143,0.04787068697544296,0.2585547558515703,0.045487514247228265,0.0023831727282146928,0.023179574829739463
110,hashimshafiq,0.0,0,0.3480083857442348,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
111,projektorius96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
112,justrajeshkp,0.0,1,0.29695885509839,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
113,basyg,0.0,1,0.34368530020703936,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
114,justin0022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
115,5amch3n,0.0,0,0.31800766283524906,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
116,KevinEady,4.0085217317247294e-07,1,0.3562231759656652,0.0,0.00031084861672365556,0.0,0.00010361620557455187,0.00020723241114910373,2.2145669291338587e-05
117,IgorNovozhilov,0.0,1,0.282793867120954,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
118,powlo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
119,bryanburgers,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
120,BadIdeaException,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
121,kiddkai,0.0,1,0.34368530020703936,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
122,argmaxmax,0.0,1,0.29695885509839,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
123,DuAnto,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
124,davidje13,0.0,1,0.31203007518796994,0.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
125,a60814billy,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
126,LeoFC97,0.0,1,0.3155893536121673,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
127,Havvy,0.0,1,0.36086956521739133,0.4,0.0005180810278727593,0.0,0.0,0.0005180810278727593,1.5540820555325324e-05
128,tnodejs,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
129,cuuupid,0.0,1,1.0,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
130,severo,0.0,1,0.2374821173104435,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
131,xcatliu,0.0,1,0.3394683026584867,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
132,luisrudge,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
133,cedricbu,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
134,InnateAlpaca,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
135,bmdrake919,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
136,georgecrawford,0.0,1,0.34368530020703936,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
137,sarangkatare,0.0,0,0.3480083857442348,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
138,alexander-akait,0.0,1,0.35698924731182796,0.1,0.0005180810278727593,0.0,0.0,0.0005180810278727593,1.5540820555325324e-05
139,mark-lester,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
140,jonahsnider,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
141,constellates,0.0,0,0.29071803852889666,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
142,jude-don,0.0,1,0.23249299719887956,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
143,prettydiff,0.0,1,0.3458333333333333,0.5,0.00041446482229820747,0.0,0.0,0.00041446482229820747,1.5540820555325324e-05
144,zefir-git,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
145,Trung0246,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
146,stroucki,0.0,1,0.3062730627306273,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
147,AugustinMauroy,0.0,1,0.332,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
148,kimown,0.0,0,0.288695652173913,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
149,kevinprotoss,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
150,vitkarpov,0.0,0,0.3235867446393762,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
151,Jamie0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
152,alexmario74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
153,Kongpc22,0.0,1,0.21642764015645372,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
154,MrHacky,0.0,1,0.3738738738738739,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
155,empierre,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
156,nicekiwi,0.0,0,0.29071803852889666,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
157,iabdo9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
158,ryanxcharles,0.0,1,0.31679389312977096,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
159,EasyHard,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
160,sreuter,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
161,willin,0.0,1,0.3721973094170404,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
162,sylwesterdigital,0.0,1,0.29856115107913667,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
163,mo-at-dave,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
164,AjayPoshak,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
165,kemarsh,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
166,yashLadha,0.0,1,0.358695652173913,1.0,0.00031084861672365556,0.007904640738236653,0.00010361620557455187,0.00020723241114910373,0.0003781210096775525
167,zvone187,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
168,mischkl,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
169,Avivbens,0.0,0,0.17436974789915966,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
170,niklasgrewe,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
171,Kangz,0.0,0,0.17436974789915966,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
172,cjthompson,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
173,timotheeg,0.0,1,0.2618296529968454,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
174,moonlitbugs,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
175,Kosta-Github,0.0,1,0.33067729083665337,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
176,nolimitdev,0.0,1,0.31144465290806755,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
177,uB4nshee,0.0,1,0.23249299719887956,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
178,singyantam,0.0,0,0.17436974789915966,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
179,abaetu,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
180,slorber,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
181,hugo-a-garcia,0.0,0,0.3235867446393762,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
182,aaronpburke,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
183,pawanrawal,0.0,0,0.31679389312977096,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
184,Void-Monarch,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
185,Tilogorn,0.0,1,0.27168576104746317,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
186,ddimitrioglo,0.0,0,0.3480083857442348,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
187,farfromrefug,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
188,gabriel-araujjo,0.0,1,0.34368530020703936,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
189,SteriX-iwnl,0.0,0,0.34511434511434513,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
190,kwpartist,0.0,0,0.17436974789915966,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
191,brendanashworth,4.0360714875436794e-05,1,0.33880903490759756,0.07195121951219512,0.00445549683970573,0.07596048713614123,0.004248264428556627,0.00020723241114910373,0.006052324253936257
192,aviadhahami,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
193,vi34,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
194,hnphi,0.0,1,0.28970331588132636,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
195,nickkolok,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
196,alexdeg2015,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
197,akc42,0.0,1,0.39429928741092635,1.0,0.0005180810278727593,0.0,0.0,0.0005180810278727593,1.5540820555325324e-05
198,mnpenner,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
199,lockhart-raphael,0.0,0,0.27899159663865547,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
200,j-nolan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
201,atstoyanov,0.0,0,0.3235867446393762,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
202,yyuanxin,0.0,1,0.20986093552465235,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
203,benjamingr,0.00102297597295892,1,0.4583333333333333,0.027293064876957495,0.015853279452906436,0.07849048596715377,0.013573722930266294,0.002279556522640141,0.004783786520374993
204,miketheprogrammer,0.0,1,0.32108317214700194,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
205,StephenLynx,0.0,1,0.37727272727272726,0.6666666666666666,0.00041446482229820747,0.0,0.0,0.00041446482229820747,1.5540820555325324e-05
206,bright21051,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
207,F3lixTheCat,0.0,1,0.2647527910685805,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
208,Pomax,0.0,1,0.3933649289099526,0.6,0.0006216972334473111,0.0,0.0,0.0006216972334473111,1.5540820555325324e-05
209,justablob,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
210,juggle73,0.0,0,0.32421875,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
211,mastermatt,0.0,1,0.3029197080291971,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
212,neroux,0.0,1,0.3346774193548387,1.0,0.00020723241114910373,0.0,0.0,0.00020723241114910373,1.5540820555325324e-05
213,rubycon,0.0,1,0.33067729083665337,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
214,MaryGao,0.0,1,0.30514705882352944,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
215,flynn1973,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5540820555325324e-05
216,Ra-works,0.0,1,0.35698924731182796,0.0,0.00010361620557455187,0.0,0.0,0.00010361620557455187,1.5540820555325324e-05
