Id,Label,degree_centrality,in_degree_centrality,out_degree_centrality,eigenvector_centrality,clustering_coefficient,pagerank,betweenness_centrality,closeness_centrality,community,bridging_node
115,BlackGlory,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2857053028715154,955,1
116,csmart29,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.23561440201890999,669,1
117,felixge,8.124356821751611e-05,0.0,0.00016248713643503222,0.0,0.0,8.123916811091856e-06,0.0,0.3092682926829268,669,1
118,NegiAkash890,0.00018956832584087093,0.00010832475762335481,0.00027081189405838704,1.1874158718378982e-05,1.0,8.526872340161762e-06,4.581307826368422e-08,0.3543757474910301,782,1
119,foaadnami,2.7081189405838704e-05,5.416237881167741e-05,0.0,8.170670617380393e-06,0.0,8.76038556940863e-06,0.0,0.0,891,1
120,MEP0981,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.959673401251467e-06,0.0,8.514817741312019e-06,0.0,0.0,669,1
121,silentroach,0.00021664951524670963,0.00021664951524670963,0.00021664951524670963,0.0002240484996216573,0.5,3.589372395130512e-05,8.042568165549879e-05,0.36664425016812374,401,1
122,felipealfonsog,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,319,0
123,phanizv,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,8,0
124,hhugo,0.00018956832584087093,0.00032497427287006444,5.416237881167741e-05,3.845718229598897e-05,0.6,1.8530343595995725e-05,3.998663325767319e-05,0.32741598404958083,957,1
125,kylo5aby,0.0022206575312787736,0.0014082218491036126,0.003033093213453935,0.0024804827238229807,0.37092731829573933,5.765716503986618e-05,0.00022255081910177842,0.41501735582485844,891,1
126,DanielBelz1997,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,7.717786602425337e-06,0.0,8.665246976293952e-06,5.828727907233907e-08,0.3227104839473435,782,1
127,kamyarghajar,0.00013540594702919352,0.00027081189405838704,0.0,3.7556269987486805e-05,0.3,1.6555319353585124e-05,0.0,0.0,450,1
128,gultyayev,0.00018956832584087093,0.00037913665168174185,0.0,2.4857723464056284e-05,0.14285714285714285,3.6792442443971843e-05,0.0,0.0,1101,1
129,anmolji755w,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,9,0
130,firecraftgaming,0.00024373070465254833,5.416237881167741e-05,0.00043329903049341926,7.032716597816933e-05,1.0,8.752586389715397e-06,0.0,0.36052478442575253,891,1
131,kmccmk9,0.00029789308346422574,0.00021664951524670963,0.00037913665168174185,3.383036429391648e-05,1.0,9.191707835642375e-06,0.0,0.39459209078802615,401,1
132,tomsoderlund,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,605,0
133,mn4367,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.715543750468422e-05,0.0,9.522416068981988e-06,0.0,0.0,782,1
134,joshkel,0.00029789308346422574,0.00016248713643503222,0.00043329903049341926,7.381536938316011e-05,0.8333333333333334,9.306233202795142e-06,9.609031948310985e-08,0.3530630747312524,891,1
135,Jeyanthinath,0.0006499485457401289,0.00048746140930509667,0.0008124356821751611,9.984831586501226e-05,0.9523809523809523,1.607630920323311e-05,2.1543084960051346e-08,0.40452306048554637,401,1
136,x343734282,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
137,DavidsonOtobo,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.0,1068,1
138,JonasUnderscore,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
139,Mirodil,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.27527363786905773,669,1
140,aruneshchandra,0.00048746140930509667,0.00043329903049341926,0.0005416237881167741,7.56059428556747e-06,0.6444444444444445,1.8662314457248504e-05,6.442611848722803e-05,0.3581752246807169,401,1
141,jorydotcom,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,955,1
142,pkiddie,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,2.4796891714343757e-05,1.0,9.07340322334457e-06,0.0,0.3467840423366578,401,1
143,ArnoldZokas,0.0005145425987109354,0.00037913665168174185,0.0006499485457401289,0.00010612258918001459,0.8333333333333334,1.1160024863308037e-05,9.272742060732911e-07,0.397028837751238,955,1
144,jharrilim,5.416237881167741e-05,0.00010832475762335481,0.0,2.7134246579023592e-05,1.0,8.708650639216209e-06,0.0,0.0,957,1
145,kfranqueiro,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,2.1637869501113596e-05,0.2,1.3045647729894587e-05,2.422866475922919e-07,1.0,450,1
146,arendjr,5.416237881167741e-05,0.00010832475762335481,0.0,3.190113254240733e-05,1.0,1.051763743862297e-05,0.0,0.0,782,1
147,yanite,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2698139350752177,327,1
148,darkk,0.00010832475762335481,0.00021664951524670963,0.0,3.147897672068043e-05,0.3333333333333333,1.5933445867160797e-05,0.0,0.0,991,1
149,kevinburkeotto,5.416237881167741e-05,0.00010832475762335481,0.0,1.5473933354600773e-05,1.0,8.512488303845049e-06,0.0,0.0,1018,1
150,joacub,8.124356821751611e-05,0.00016248713643503222,0.0,8.189874271403443e-05,1.0,1.0145613231980154e-05,0.0,0.0,782,1
151,kitsunde,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.13402272719199e-06,0.0,9.19291109956065e-06,0.0,0.0,782,1
152,markbjerke,0.00013540594702919352,0.00027081189405838704,0.0,8.262818872634463e-06,0.1,3.020954858193746e-05,0.0,0.0,669,1
153,bencripps,0.00013540594702919352,5.416237881167741e-05,0.00021664951524670963,0.00011023736865275242,1.0,9.656728416545865e-06,0.0,0.37439912099986267,327,1
154,hyades,0.00024373070465254833,0.00016248713643503222,0.00032497427287006444,1.6069868754707724e-05,1.0,1.0454466929258803e-05,0.0,0.36369943430462165,401,1
155,simlu,0.00013540594702919352,5.416237881167741e-05,0.00021664951524670963,2.7990607451211536e-05,0.3333333333333333,8.74241672847582e-06,2.8732039314263707e-07,0.35361266052665713,669,1
156,mkopinsky,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.23439488255322075,669,1
157,dvirtz,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.5562711343028455e-05,0.0,8.630847365105992e-06,0.0,0.0,401,1
158,frederi-co,0.00016248713643503222,0.00032497427287006444,0.0,1.638020866801811e-05,0.3333333333333333,2.9612860172012245e-05,0.0,0.0,891,1
159,lholmquist,0.001733196121973677,0.0017873585007853545,0.0016790337431619997,0.002018977953913688,0.7894736842105263,6.43318133892323e-05,6.875152234046941e-05,0.4367190003204101,401,1
160,wu-jingtao,8.124356821751611e-05,0.00016248713643503222,0.0,2.0884221302363823e-05,0.3333333333333333,1.5609745425874116e-05,0.0,0.0,669,1
161,jasperdunn,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.33830537079320955,782,1
162,bashanam,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2835361414456578,891,1
163,gtzinos,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.6666666666666666,401,1
164,iknoom,0.0005687049775226128,0.00027081189405838704,0.0008665980609868385,0.0013650453171164044,0.8416666666666667,2.3862688457519485e-05,1.5998921830913046e-07,0.3925917391554813,891,1
165,wmo123,5.416237881167741e-05,0.00010832475762335481,0.0,3.4757290668115546e-05,1.0,8.989574750436903e-06,0.0,0.0,1068,1
166,ChuanfengLai,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.771071210693125e-06,0.0,9.01120835870439e-06,0.0,0.0,669,1
167,auxfix,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.32640501903690045,843,1
168,Yi-love,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,10,0
169,bertalanimre,0.00010832475762335481,0.00021664951524670963,0.0,4.318592608877303e-05,1.0,9.363905564092307e-06,0.0,0.0,669,1
170,RyanZim,0.00032497427287006444,0.00021664951524670963,0.00043329903049341926,8.596704875980292e-05,0.6071428571428571,1.356394420660371e-05,8.155742084012608e-08,0.35653561432420416,957,1
171,kitaro97,8.124356821751611e-05,0.00016248713643503222,0.0,2.502177726798629e-05,1.0,9.172650143047393e-06,0.0,0.0,401,1
172,sheerun,0.00043329903049341926,0.0007582733033634837,0.00010832475762335481,0.00019598741235158255,0.47619047619047616,4.544187268222365e-05,8.158964724785622e-05,0.34837951129741335,1068,1
173,aight8,0.00010832475762335481,0.00021664951524670963,0.0,0.00020212948873254944,1.0,1.7177109051594755e-05,0.0,0.0,327,1
174,Malwinderkaur,2.7081189405838704e-05,5.416237881167741e-05,0.0,5.767788127255394e-06,0.0,8.418814763640875e-06,0.0,0.0,782,1
175,Ram1607,0.00021664951524670963,0.00021664951524670963,0.00021664951524670963,6.868603663461713e-05,1.0,9.500291182131047e-06,0.0,0.3711065127423219,782,1
176,dyatlov,0.00032497427287006444,0.00032497427287006444,0.00032497427287006444,0.00017648233321801383,0.4666666666666667,3.015216405027419e-05,0.00010502659849447903,0.3640005341167045,401,1
177,cateradmin,5.416237881167741e-05,0.00010832475762335481,0.0,7.049721049605628e-06,0.0,1.52933867352932e-05,0.0,0.0,1068,1
178,flensrocker,5.416237881167741e-05,0.00010832475762335481,0.0,1.7599238182237817e-05,0.0,1.5401053407868406e-05,0.0,0.0,658,1
179,chexmixbbq,0.00021664951524670963,0.00021664951524670963,0.00021664951524670963,0.0004111830287863344,0.9333333333333333,1.496662793406715e-05,1.7539321152668175e-08,0.3678812415654521,327,1
180,syberkitten,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.8508314819750292e-05,0.0,8.479611632023733e-06,0.0,0.0,401,1
181,devnimahinsa2-cmyk,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,11,0
